;;Acuan Pencarian;;ditampilkan;;;;;;;;;;;;;;;
Supplier;Name;Order;Supplier;Internal Reference;Item Number;Description;Description2;Quantity Ordered;Unit of Measure; PO Cost ;Currency;Taxable;Tax Class;Tax Rate;Receipt Date;External Reference;Transaction Date;Receipt Quantity;Receipt_Price
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231770;HPM-FS189-OB;STAY G/BOX R;50290-T86 -K000;3.480,00;PC;1.310;IDR;Yes;PPN;12,00%;25/07/2025;CNK/25/07/027;25/07/2025;360;471.600,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250436;SCJP0048;RC231943;HPM-FS187-OB;STAY WATER PASSEGE, ENG;32751-5R0 -0000;300;PC;700;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/036;29/07/2025;300;210.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231944;HPM-FS187-OB;STAY WATER PASSEGE, ENG;32751-5R0 -0000;3.000,00;PC;700;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/035;29/07/2025;600;420.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250380;SCJP0048;RC231945;HPM-FS186-OB;STAY CHAIN CASE LOWER;32747-5R0 -9001;570;PC;500;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/032;29/07/2025;63;31.500,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250387;SCJP0048;RC231947;HPM-FS198-OB;STAY, ATF WARMER HOSE;19428-55A -Z000;570;PC;500;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/038;29/07/2025;9;4.500,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231946;HPM-FS185-OB;STAY MISS L, ENG HARN;32743-6X0 -J700;1.680,00;PC;650;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/032;29/07/2025;900;585.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231946;HPM-FS187-OB;STAY WATER PASSEGE, ENG;32751-5R0 -0000;3.000,00;PC;700;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/032;29/07/2025;2.400,00;1.680.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231948;HPM-FS198-OB;STAY, ATF WARMER HOSE;19428-55A -Z000;1.710,00;PC;500;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/040;29/07/2025;560;280.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250387;SCJP0048;RC231949;HPM-FS185-OB;STAY MISS L, ENG HARN;32743-6X0 -J700;450;PC;650;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/028;29/07/2025;450;292.500,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231951;HPM-FS185-OB;STAY MISS L, ENG HARN;32743-6X0 -J700;1.680,00;PC;650;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/034;29/07/2025;300;195.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231950;HPM-FB206-OB;BRKT,M/RELAY BOX (LSIDE);38187-T7A -H000;1.140,00;PC;1.200;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/033;29/07/2025;155;186.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231950;HPM-FS185-OB;STAY MISS L, ENG HARN;32743-6X0 -J700;1.680,00;PC;650;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/033;29/07/2025;450;292.500,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250280;SCJP0048;RC231952;HPM-FS189-OB;STAY G/BOX R;50290-T86 -K000;3.120,00;PC;1.310;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/030;29/07/2025;180;235.800,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231953;HPM-FS190-OB;STAY G/BOX L;50295-T86 -K000;3.480,00;PC;1.080;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/030;29/07/2025;630;680.400,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250280;SCJP0048;RC231954;HPM-FS189-OB;STAY G/BOX R;50290-T86 -K000;3.120,00;PC;1.310;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/031;29/07/2025;360;471.600,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231955;HPM-FS190-OB;STAY G/BOX L;50295-T86 -K000;3.480,00;PC;1.080;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/031;29/07/2025;600;648.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250387;SCJP0048;RC231956;HPM-FB196-OB;BRKT, RR A/C PIPE;80367-T86 -K000;256;PC;900;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/039;29/07/2025;256;230.400,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250387;SCJP0048;RC231957;HPM-FB225-OB;BRKT, RELY BOX (COATING);38252-T86 -X000;300;PC;700;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/029;29/07/2025;235;164.500,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250380;SCJP0048;RC231958;HPM-FS187-OB;STAY WATER PASSEGE, ENG;32751-5R0 -0000;300;PC;700;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/037;29/07/2025;58;40.600,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250447;SCJP0048;RC231960;HPM-FS185-OB;STAY MISS L, ENG HARN;32743-6X0 -J700;1.754,00;PC;650;IDR;Yes;PPN;12,00%;29/07/2025;CNK/25/07/041;30/07/2025;104;67.600,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC232096;HPM-FS190-OB;STAY G/BOX L;50295-T86 -K000;3.480,00;PC;1.080;IDR;Yes;PPN;12,00%;31/07/2025;CNK/25/07/042;31/07/2025;30;32.400,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC232097;HPM-FB192-OB;BRKT A, RR SIDE;84615-T86 -K001;4.920,00;PC;1.660;IDR;Yes;PPN;12,00%;31/07/2025;CNK/25/07/043;31/07/2025;120;199.200,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC232097;HPM-FB193-OB;BRKT B, RR SIDE;84616-T86 -K002;5.040,00;PC;868;IDR;Yes;PPN;12,00%;31/07/2025;CNK/25/07/043;31/07/2025;480;416.640,00
SPAR0001;CAIRNHILL SERVIECH INTI, PT;LK252034;SPAR0001;RC231904;NS035;JASA LAINNYA;;1;UN;3.211.000;IDR;Yes;PPN;12,00%;29/07/2025;DO19916;29/07/2025;1;3.211.000,00
SPBG0002;CAHAYA POLES MULIA, PT;LK252217;SPBG0002;RC231824;SCAK-020;TRIPOLY;;250;KG;20.790;IDR;Yes;PPN;12,00%;28/07/2025;55;28/07/2025;250;5.197.500,00
SPCL0005;SURYA MULTI SENTOSA, PT;LK252234;SPCL0005;RC231073;NS019;OPS LAIN PROD;;5;LT;70.000;IDR;Yes;PPN;12,00%;14/07/2025;499/VII/25/SMS;15/07/2025;5;350.000,00
SPCL0005;SURYA MULTI SENTOSA, PT;LK252352;SPCL0005;RC231624;SCMY-076;ONIWA RPO 110;RUST PREVENTIVE OIL;1.000,00;LT;40.000;IDR;Yes;PPN;12,00%;23/07/2025;526;24/07/2025;1.000,00;40.000.000,00
SPCL0005;SURYA MULTI SENTOSA, PT;LK252398;SPCL0005;RC231696;SCMY-009;ONIWA GF10 B;FULL SYNTETIX;200;LT;30.000;IDR;Yes;PPN;12,00%;24/07/2025;530/VII/SMS;24/07/2025;160;4.800.000,00
SPCL0005;SURYA MULTI SENTOSA, PT;LK252398;SPCL0005;RC231820;SCMY-009;ONIWA GF10 B;FULL SYNTETIX;200;LT;30.000;IDR;Yes;PPN;12,00%;24/07/2025;530;28/07/2025;40;1.200.000,00
SPCL0005;SURYA MULTI SENTOSA, PT;LK252489;SPCL0005;RC232015;NS019;OPS LAIN PROD;;5;LT;55.000;IDR;Yes;PPN;12,00%;30/07/2025;545/VII/25/SMS;30/07/2025;5;275.000,00
SPCL0005;SURYA MULTI SENTOSA, PT;LK252521;SPCL0005;RC232091;SCMY-013;ONIWA ANTIFOAM F10;;5;LT;70.000;IDR;Yes;PPN;12,00%;31/07/2025;550/VII/25/SMS;31/07/2025;5;350.000,00
SPCL0007;SEJAHTERA PRADIPTA, PT;LK252408;SPCL0007;RC231825;SCMY-061;SK SUPERCUT ATX 200L;;200;LT;31.205;IDR;Yes;PPN;12,00%;28/07/2025;601;28/07/2025;200;6.240.960,00
SPCL0028;PUJI LESTARI PURNAMA, PT;LK252353;SPCL0028;RC231835;SCMY-081;ISOCUT VG 12 DL2;;600;LT;27.500;IDR;Yes;PPN;12,00%;28/07/2025;446;28/07/2025;200;5.500.000,00
SPCL0028;PUJI LESTARI PURNAMA, PT;LK252405;SPCL0028;RC232021;NS012;PEMEL. MC.;;1;PC;350.000;IDR;Yes;PPN;12,00%;30/07/2025;SXPL/25/07/000531;30/07/2025;1;350.000,00
SPGL0106;MULTI PARTS INDONESIA, PT;LK252529;SPGL0106;RC232127;NS019;OPS LAIN PROD;;1;PC;1.500.000;IDR;Yes;PPN;12,00%;28/07/2025;690;01/08/2025;1;1.500.000,00
SPGL0106;MULTI PARTS INDONESIA, PT;LK252529;SPGL0106;RC232128;NS013;PEMEL. PERALAT;;1;PC;320.000;IDR;Yes;PPN;12,00%;28/07/2025;691;01/08/2025;1;320.000,00
SPGL0106;MULTI PARTS INDONESIA, PT;LK252529;SPGL0106;RC232129;NS019;OPS LAIN PROD;;8;PC;25.000;IDR;Yes;PPN;12,00%;28/07/2025;692;01/08/2025;8;200.000,00
SPGL0106;MULTI PARTS INDONESIA, PT;LK252529;SPGL0106;RC232129;NS019;OPS LAIN PROD;;2;PC;25.000;IDR;Yes;PPN;12,00%;28/07/2025;692;01/08/2025;2;50.000,00
SPGL0126;KINTSUGI GLOBAL SOLUSINDO ,PT;LK252364;SPGL0126;RC231568;SCPD-024;SARUNG TANGAN KATUN;(8 BENANG);1.200,00;PS;1.850;IDR;Yes;PPN;12,00%;23/07/2025;KGS25- 0206;23/07/2025;1.200,00;2.220.000,00
SPGM0003;BSG GASES, PT;LK252444;SPGM0003;RC231936;SCGS-012;MIXED18 (CRADLE);;2;CR;2.500.000;IDR;Yes;PPN;12,00%;29/07/2025;1645892;29/07/2025;2;5.000.000,00
SPGM0009;DWIGASINDO ABADI, PT;LK252450;SPGM0009;RC231900;SCGS-001;GAS ARGON;;10;TB;134.995;IDR;Yes;PPN;12,00%;29/07/2025;25-074529;29/07/2025;10;1.349.950,00
SPIT0003;BERCA HARDAYAPERKASA ,PT;LK251008;SPIT0003;RC230971;NS004;INVENTARIS KTR;;1;PC;45.000.000;IDR;Yes;PPN;12,00%;07/07/2025;297282;14/07/2025;0,5;22.500.000,00
SPIT0056;DATASTOR SOLUSI INTEGRASI;LK252382;SPIT0056;RC231866;NS004;INVENTARIS KTR;;1;PC;34.819.820;IDR;Yes;PPN;12,00%;23/07/2025;DSI-25-VII-201;28/07/2025;0,3;10.445.946,00
SPIT0056;DATASTOR SOLUSI INTEGRASI;LK252382;SPIT0056;RC231866;NS004;INVENTARIS KTR;;1;PC;1.513.514;IDR;Yes;PPN;12,00%;23/07/2025;DSI-25-VII-201;28/07/2025;0,3;454.054,20
SPIT0056;DATASTOR SOLUSI INTEGRASI;LK252382;SPIT0056;RC231866;NS004;INVENTARIS KTR;;6;PC;10.180.180;IDR;Yes;PPN;12,00%;23/07/2025;DSI-25-VII-201;28/07/2025;2;20.360.360,00
SPIT0056;DATASTOR SOLUSI INTEGRASI;LK252382;SPIT0056;RC231866;NS004;INVENTARIS KTR;;1;PC;4.459.460;IDR;Yes;PPN;12,00%;23/07/2025;DSI-25-VII-201;28/07/2025;0,3;1.337.838,00
SPMD0012;MISUMI INDONESIA, PT;LK252458;SPMD0012;RC231919;NS012;PEMEL. MC.;;1;PC;370.283;IDR;Yes;PPN;12,00%;29/07/2025;LN50095014J2;29/07/2025;1;370.283,00
SPMD0012;MISUMI INDONESIA, PT;LK252280;SPMD0012;RC232058;NS028;DIES MATERIAL;;4;PC;567.070;IDR;Yes;PPN;12,00%;31/07/2025;LN50095653J2;31/07/2025;4;2.268.280,00
SPMN0013;INDOMULTI SUPPLY, PT;LK251828;SPMN0013;RC231915;NS012;PEMEL. MC.;;3;PC;1.900.000;IDR;Yes;PPN;12,00%;29/07/2025;260/IMS/P/VII/25;29/07/2025;3;5.700.000,00
SPMN0026;JAYA METAL TEKNIKA, PT;LK252447;SPMN0026;RC231926;SCBS-006;BLADE SAW BAHCO;2/3 X 4570;2;PC;667.500;IDR;Yes;PPN;12,00%;29/07/2025;25002975;29/07/2025;2;1.335.000,00
SPPG0002;PROPACK KREASI MANDIRI, PT;LK252018;SPPG0002;RC230348;SCPC-018;KARDUS 130X130X45X T3 MM;TOP-BOTTOM;1.000,00;ST;1.392;IDR;Yes;PPN;12,00%;03/07/2025;9006;03/07/2025;1.000,00;1.392.000,00
SPPG0002;PROPACK KREASI MANDIRI, PT;LK252018;SPPG0002;RC230348;SCPC-019;KARDUS 265X175X95 MM;;200;PC;2.300;IDR;Yes;PPN;12,00%;03/07/2025;9006;03/07/2025;200;460.000,00
SPPG0002;PROPACK KREASI MANDIRI, PT;LK252111;SPPG0002;RC230643;SCPC-018;KARDUS 130X130X45X T3 MM;TOP-BOTTOM;1.000,00;ST;1.392;IDR;Yes;PPN;12,00%;08/07/2025;9275;08/07/2025;1.000,00;1.392.000,00
SPPG0002;PROPACK KREASI MANDIRI, PT;LK252111;SPPG0002;RC230643;SCPC-021;KARDUS 295X200X100 MM;;200;PC;2.475;IDR;Yes;PPN;12,00%;08/07/2025;9275;08/07/2025;200;495.000,00
SPPG0002;PROPACK KREASI MANDIRI, PT;LK252111;SPPG0002;RC231836;SCPC-018;KARDUS 130X130X45X T3 MM;TOP-BOTTOM;1.000,00;ST;1.392;IDR;Yes;PPN;12,00%;28/07/2025;10198/28/07/2025;28/07/2025;1.000,00;1.392.000,00
SPPG0002;PROPACK KREASI MANDIRI, PT;LK252436;SPPG0002;RC231837;SCPC-034;CARTON BOX;#145 x 145 x 50 MM T3;500;st;1.670;IDR;Yes;PPN;12,00%;28/07/2025;10199/28/07/2025;28/07/2025;500;835.000,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252103;SPPG0011;RC230267;SCPC-003;PLASTIK;UKURAN 12 X 15 X 0,04;50;KG;34.500;IDR;Yes;PPN;12,00%;02/07/2025;030/JPS/VII/2025;02/07/2025;50;1.725.000,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252103;SPPG0011;RC230267;SCPC-009;PLASTIK;UKURAN 20 x 30 x 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;02/07/2025;030/JPS/VII/2025;02/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252103;SPPG0011;RC230267;SCPC-011;PLASTIK;UKURAN 30 X 35 X 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;02/07/2025;030/JPS/VII/2025;02/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252180;SPPG0011;RC230719;SCPC-008;PLASTIK;UKURAN 20 X 25 X 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;09/07/2025;081/JPS/VII/2025;09/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252180;SPPG0011;RC230719;SCPC-023;PLASTIK;UKURAN 11 x 12 x 0,04 PE;50;KG;34.500;IDR;Yes;PPN;12,00%;09/07/2025;081/JPS/VII/2025;09/07/2025;50;1.725.000,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252180;SPPG0011;RC230847;SCPC-010;PLASTIK;UKURAN 20 x 35 x 0,07;25;KG;34.500;IDR;Yes;PPN;12,00%;10/07/2025;32;11/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252231;SPPG0011;RC231173;SCPC-003;PLASTIK;UKURAN 12 X 15 X 0,04;25;KG;34.500;IDR;Yes;PPN;12,00%;16/07/2025;033/JPS/VII/2025;16/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252231;SPPG0011;RC231173;SCPC-004;PLASTIK;UKURAN 12 X 21 X 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;16/07/2025;033/JPS/VII/2025;16/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252231;SPPG0011;RC231173;SCPC-005;PLASTIK;UKURAN 12 X 25 X 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;16/07/2025;033/JPS/VII/2025;16/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252231;SPPG0011;RC231272;SCPC-039;PLASTIK;UKURAN 12 X 30 X 0,07;25;KG;34.500;IDR;Yes;PPN;12,00%;17/07/2025;034/JPS/VII/2025;17/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252329;SPPG0011;RC231640;SCPC-003;PLASTIK;UKURAN 12 X 15 X 0,04;25;KG;34.500;IDR;Yes;PPN;12,00%;24/07/2025;039/JPS/VII/2025;24/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252329;SPPG0011;RC231640;SCPC-004;PLASTIK;UKURAN 12 X 21 X 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;24/07/2025;039/JPS/VII/2025;24/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252329;SPPG0011;RC231640;SCPC-005;PLASTIK;UKURAN 12 X 25 X 0,05;25;KG;34.500;IDR;Yes;PPN;12,00%;24/07/2025;039/JPS/VII/2025;24/07/2025;25;862.500,00
SPPG0011;JAYA PLAST SEJAHTERA, PT;LK252329;SPPG0011;RC231640;SCPC-023;PLASTIK;UKURAN 11 x 12 x 0,04 PE;25;KG;34.500;IDR;Yes;PPN;12,00%;24/07/2025;039/JPS/VII/2025;24/07/2025;25;862.500,00
SPRM0032;IRON WIRE WORKS INDONESIA, PT;LK252260;SPRM0032;RC231626;RB003;BAR SCM415H;10,15(+0/-0,05) X 3000;3.000,00;KG;61.999;IDR;Yes;PPN;12,00%;24/07/2025;G254-03366;24/07/2025;1.967,00;121.951.748,65
SPRM0032;IRON WIRE WORKS INDONESIA, PT;LK252260;SPRM0032;RC231626;RB005;BAR S40C;10,15(+0/-0,05) X3000 MM;2.500,00;KG;66.975;IDR;Yes;PPN;12,00%;24/07/2025;G254-03366;24/07/2025;1.992,00;133.415.091,91
SPRM0032;IRON WIRE WORKS INDONESIA, PT;LK252260;SPRM0032;RC231626;RB013;BAR S45C;�14,15(+0/-0,05) x 3000;440;KG;130.166;IDR;Yes;PPN;12,00%;24/07/2025;G254-03366;24/07/2025;440;57.272.890,61
SPRM0032;IRON WIRE WORKS INDONESIA, PT;LK252260;SPRM0032;RC231626;RB014;BAR S45C;14,65(+0/-0,05)X3000;424;KG;136.611;IDR;Yes;PPN;12,00%;24/07/2025;G254-03366;24/07/2025;424;57.923.035,33
SPRM0032;IRON WIRE WORKS INDONESIA, PT;LK252260;SPRM0032;RC231626;RB103;BAR SCM415H;11,15(0/-0,05)X3000;931;KG;74.817;IDR;Yes;PPN;12,00%;24/07/2025;G254-03366;24/07/2025;931;69.654.793,18
SPRM0037;PANDAWA JAYA STEEL, PT;LK252376;SPRM0037;RC231828;RP146;PLATE SPHC;#3,2 x 1219 x 2438;30;PC;807.077;IDR;Yes;PPN;12,00%;28/07/2025;SJ/25/07-0933;28/07/2025;30;24.212.310,00
SPRM0037;PANDAWA JAYA STEEL, PT;LK252175;SPRM0037;RC231829;RP131;PLATE SPHC;#1,6 �0,1 x 1219 x 2438;10;PC;403.509;IDR;Yes;PPN;12,00%;28/07/2025;SJ/25/07-0934;28/07/2025;10;4.035.090,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK251949;SPRM0041;RC231502;RC159;HEADING PIN A PILLION;9�0,3 X 33,5�0,3 X 2�0,5;80.000,00;PC;480;IDR;Yes;PPN;12,00%;22/07/2025;035908/DO/SHTS/25;22/07/2025;21.500,00;10.320.000,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK252372;SPRM0041;RC231572;RC099;HEADING SHAFT FAN;HSMH12,3XM12X79-14;700;PC;4.631;IDR;Yes;PPN;12,00%;23/07/2025;036099/DO/SHTS/25;23/07/2025;700;3.241.700,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK251949;SPRM0041;RC231621;RC159;HEADING PIN A PILLION;9�0,3 X 33,5�0,3 X 2�0,5;80.000,00;PC;480;IDR;Yes;PPN;12,00%;24/07/2025;036401/DO/SHTS/25;24/07/2025;17.000,00;8.160.000,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK251949;SPRM0041;RC231785;RC159;HEADING PIN A PILLION;9�0,3 X 33,5�0,3 X 2�0,5;80.000,00;PC;480;IDR;Yes;PPN;12,00%;28/07/2025;03674/25;28/07/2025;9.500,00;4.560.000,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK252434;SPRM0041;RC231881;RC029;HEX NUT;M4X8;2.000,00;PC;71;IDR;Yes;PPN;12,00%;29/07/2025;036980/DO/SHTS/25;29/07/2025;2.000,00;142.000,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK252434;SPRM0041;RC231881;RC030;NUT WELD M8 X 1,25;M8X1.25;1.000,00;PC;256;IDR;Yes;PPN;12,00%;29/07/2025;036980/DO/SHTS/25;29/07/2025;1.000,00;256.000,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK252434;SPRM0041;RC231881;RC033;RING;M4X8SPRLOCKWASHER;3.000,00;PC;36;IDR;Yes;PPN;12,00%;29/07/2025;036980/DO/SHTS/25;29/07/2025;3.000,00;108.000,00
SPRM0041;SAGA HIKARI TEKNINDO SEJATI, PT;LK252434;SPRM0041;RC231881;RC128;NUT PROJECTION M8;SZ174-08004;2.000,00;PC;410;IDR;Yes;PPN;12,00%;29/07/2025;036980/DO/SHTS/25;29/07/2025;2.000,00;820.000,00
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP410;PLATE JSC270C;t 1,2 X 170 X 1219;600;KG;32.745;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;275;9.004.774,87
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP413;PLATE JSC270C;t 1.4 X 160 X 1219;800;KG;35.955;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;332;11.937.025,05
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP471;PLATE JSC270C;t 1.2 x 97 x 1219;812;KG;21.830;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;812;17.726.226,17
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP474;PLATE JSC270C;t 1.2 X 120 X 1219;700;KG;27.007;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;564;15.231.717,42
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP502;PLATE JSC270C;t 1,2 X 60 X 1219;300;KG;11.942;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;66;788.182,65
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP503;PLATE JSC270C;t 1,2 X 81 X 1219;200;KG;15.602;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;129;2.012.639,44
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP519;PLATE JSC270C;t 1,2 X 58 X 1219;100;KG;11.172;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;71;793.190,66
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP525;PLATE JSC270C;t 1,2 X 130 X 1219;200;KG;25.040;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;105;2.629.201,68
SPRM0064;HONDA TRADING INDONESIA, PT;LK251946;SPRM0064;RC230216;RP592;PLATE JSC270C;t1.4 X 112 X 1219;108;KG;25.168;IDR;Yes;PPN;12,00%;01/07/2025;25070235;01/07/2025;108;2.718.190,03
SPRM0087;KUBOTA INDONESIA, PT;LK252124;SPRM0087;RC231561;RC015;PACKING (FUEL TANK);RK95-RDK;3.000,00;PC;2.500;IDR;Yes;PPN;12,00%;23/07/2025;339/KI/Purch-PB/VII/;23/07/2025;3.000,00;7.500.000,00
SPRM0087;KUBOTA INDONESIA, PT;LK252124;SPRM0087;RC231561;RC084;O RING;SHAFT GOVERNOR LEVER;4.000,00;PC;215;IDR;Yes;PPN;12,00%;23/07/2025;339/KI/Purch-PB/VII/;23/07/2025;4.000,00;860.000,00
SPRM0087;KUBOTA INDONESIA, PT;LK252124;SPRM0087;RC231561;RC085;SCREW FLAT TIP M6-06;COMP, SHAFT ROCKER ARM;4.000,00;PC;758;IDR;Yes;PPN;12,00%;23/07/2025;339/KI/Purch-PB/VII/;23/07/2025;4.000,00;3.032.000,00
SPRM0087;KUBOTA INDONESIA, PT;LK252124;SPRM0087;RC231561;RC086;O RING;SHAFT DECOMPRESS;4.000,00;PC;221;IDR;Yes;PPN;12,00%;23/07/2025;339/KI/Purch-PB/VII/;23/07/2025;4.000,00;884.000,00
SPSI0001;SGS INDONESIA, PT;LK252424;SPSI0001;RC231937;NS014;PEMEL. LAIN;;1;PC;16.650.000;IDR;Yes;PPN;12,00%;17/07/2025;1,251E+12;29/07/2025;1;16.650.000,00
SPTL0002;IKIMURA INDOTOOLS CENTER, PT;LK252381;SPTL0002;RC231986;NS019;OPS LAIN PROD;;1;PC;472.000;IDR;Yes;PPN;12,00%;30/07/2025;ACSOC2507- 00063- 3;30/07/2025;1;472.000,00
SPTL0003;MULTI TEKNIK, CV;LK251873;SPTL0003;RC231987;STHO-016;HOLDER ISCAR;DGTR 10B 2D20 SH;2;PC;1.012.175;IDR;Yes;PPN;12,00%;30/07/2025;03581/07/25;30/07/2025;2;2.024.350,00
SPTL0003;MULTI TEKNIK, CV;LK252270;SPTL0003;RC231988;STBO-179;DRILL MM HCD100-090-2T06;IC908;30;PC;442.569;IDR;Yes;PPN;12,00%;30/07/2025;03582/07/25;30/07/2025;2;885.138,00
SPTL0003;MULTI TEKNIK, CV;LK252270;SPTL0003;RC232070;STIN-089;INSERT TPMT;110308-CP IC907;40;PC;56.675;IDR;Yes;PPN;12,00%;31/07/2025;03585/07/25;31/07/2025;10;566.750,00
SPTL0033;TITAN TEKNIKATAMA INDONESIA, PT;SC250424;SPTL0033;RC230942;STBO-110-R;REGRIN+COATING NC DRILL;�4�90� HSS;119;PC;65.000;IDR;Yes;PPN;12,00%;11/07/2025;FR/SL/005;14/07/2025;119;7.735.000,00
SPTL0033;TITAN TEKNIKATAMA INDONESIA, PT;SC250424;SPTL0033;RC230942;STBO-141-R;REGR+RECOAT DRIIL;1534SU03-0850;13;PC;135.000;IDR;Yes;PPN;12,00%;11/07/2025;FR/SL/005;14/07/2025;13;1.755.000,00
